id,therapist_name,gender,modality,language,available_days,mode,experience_years,specialties
237,Dr. Yeshi Alemu,Male,Adlerian Therapy,['Amharic'],"['Wednesday', 'Thursday', 'Tuesday', 'Saturday', 'Monday']","['Audio', 'Video']",1,"['Adjustment Disorders', 'Generalized Anxiety Disorder (GAD)', 'Academic Burnout']"
238,Dr. Gashaw Tadesse,Female,Cognitive Analytic Therapy (CAT),['English'],"['Saturday', 'Tuesday', 'Wednesday', 'Thursday', 'Monday']","['Audio', 'Video']",8,"['Self-Esteem Issues', 'Self-Esteem Issues', 'ADHD']"
239,Dr. Werkinesh Gebre,Male,Interpersonal Psychotherapy (IPT),['Tigrinya'],"['Monday', 'Thursday', 'Sunday', 'Tuesday', 'Friday']","['Video', 'Audio']",14,"['Family Conflict', 'Financial Stress', 'Eating Disorders']"
240,Dr. Fikadu Berhanu,Female,Person-Centred Therapy,['Amharic'],"['Sunday', 'Friday', 'Saturday', 'Wednesday', 'Thursday']","['Video', 'Audio']",12,"['Panic Disorders', 'Adjustment Disorders', 'Suicidal Ideation']"
241,Dr. Azeb Mekuria,Male,Cognitive Therapy,['English'],"['Saturday', 'Monday', 'Friday', 'Thursday', 'Sunday']","['Video', 'Audio']",9,"['PTSD', 'Self-Esteem Issues', 'Financial Stress']"
242,Dr. Zemedkun Tsegaye,Male,Gestalt Therapy,['Amharic'],"['Thursday', 'Sunday', 'Friday', 'Wednesday', 'Tuesday']","['Audio', 'Video']",16,"['Stress', 'ADHD', 'Social Anxiety']"
243,Dr. Haimanot Desta,Male,Solution-Focused Brief Therapy (SFBT),['Oromo'],"['Monday', 'Friday', 'Tuesday', 'Sunday', 'Saturday']","['Video', 'Audio']",10,"['Anxiety', 'OCD', 'Somatic Complaints']"
244,Dr. Getahun Alemu,Male,Humanistic Therapy,['English'],"['Saturday', 'Tuesday', 'Sunday', 'Wednesday', 'Friday']","['Video', 'Audio']",15,"['Relationships', 'Loneliness', 'Loneliness']"
245,Dr. Yemilework Teshome,Female,Integrative Counselling,['Tigrinya'],"['Saturday', 'Monday', 'Wednesday', 'Friday', 'Sunday']","['Video', 'Audio']",16,"['Grief and Loss', 'Sleep Disorders', 'Adjustment Disorders']"
246,Dr. Fasil Bekele,Female,Gestalt Therapy,['Tigrinya'],"['Monday', 'Friday', 'Wednesday', 'Sunday', 'Saturday']","['Audio', 'Video']",11,"['Financial Stress', 'Mood Disorders', 'Trauma']"
247,Dr. Azalech Tadesse,Female,Psychodynamic Psychotherapy,['English'],"['Thursday', 'Wednesday', 'Monday', 'Tuesday', 'Saturday']","['Audio', 'Video']",14,"['Financial Stress', 'Mood Disorders', 'Social Anxiety']"
248,Dr. Aklilu Gebre,Male,Narrative Therapy,['Tigrinya'],"['Friday', 'Sunday', 'Saturday', 'Tuesday', 'Wednesday']","['Audio', 'Video']",3,"['Grief and Loss', 'Somatic Complaints', 'OCD']"
249,Dr. Woyinshet Berihan,Female,Solution-Focused Brief Therapy (SFBT),['Amharic'],"['Saturday', 'Sunday', 'Monday', 'Thursday', 'Tuesday']","['Video', 'Audio']",3,"['Test Anxiety', 'Mood Disorders', 'Academic Burnout']"
250,Dr. Mengistu Alemu,Male,Narrative Therapy,['English'],"['Sunday', 'Saturday', 'Monday', 'Friday', 'Thursday']","['Audio', 'Video']",4,"['Eating Disorders', 'PTSD', 'Academic Burnout']"
251,Dr. Tsehay Kebede,Female,Dialectical Behavior Therapy (DBT),['Amharic'],"['Monday', 'Thursday', 'Friday', 'Saturday', 'Tuesday']","['Audio', 'Video']",7,"['Sleep Disorders', 'Social Anxiety', 'Relationships']"
252,Dr. Nebiyu Tadese,Male,Mindfulness-Based Cognitive Therapy (MBCT),['Amharic'],"['Sunday', 'Monday', 'Friday', 'Wednesday', 'Saturday']","['Video', 'Audio']",13,"['Generalized Anxiety Disorder (GAD)', 'Stress', 'Loneliness']"
253,Dr. Belaynesh Bekele,Male,Jungian Therapy,['Amharic'],"['Wednesday', 'Friday', 'Sunday', 'Saturday', 'Monday']","['Audio', 'Video']",18,"['Family Conflict', 'Eating Disorders', 'Depression']"
254,Dr. Tadesse Abebe,Female,Emotionally Focused Therapy (EFT),['Amharic'],"['Saturday', 'Thursday', 'Monday', 'Sunday', 'Friday']","['Audio', 'Video']",11,"['Grief and Loss', 'Financial Stress', 'Sleep Disorders']"
255,Dr. Roman Gebre,Female,Humanistic Therapy,['Amharic'],"['Saturday', 'Friday', 'Sunday', 'Thursday', 'Tuesday']","['Video', 'Audio']",11,"['Interpersonal Violence', 'Social Anxiety', 'Eating Disorders']"
256,Dr. Mesfin Tsegaye,Female,Integrative Counselling,['English'],"['Saturday', 'Thursday', 'Sunday', 'Monday', 'Tuesday']","['Video', 'Audio']",15,"['Relationships', 'Eating Disorders', 'Panic Disorders']"
257,Dr. Tsehaynesh Alebachew,Female,Cognitive Therapy,['Oromo'],"['Friday', 'Wednesday', 'Monday', 'Tuesday', 'Thursday']","['Video', 'Audio']",2,"['Academic Burnout', 'Test Anxiety', 'Grief and Loss']"
258,Dr. Yitbarek Mekuria,Female,Interpersonal Psychotherapy (IPT),['Amharic'],"['Tuesday', 'Saturday', 'Sunday', 'Wednesday', 'Monday']","['Audio', 'Video']",5,"['Panic Disorders', 'Substance Use', 'Grief and Loss']"
259,Dr. Yeshi Desta,Male,Integrative Counselling,['Amharic'],"['Saturday', 'Friday', 'Thursday', 'Wednesday', 'Sunday']","['Audio', 'Video']",15,"['Stress', 'Panic Disorders', 'Cultural Identity Stress']"
260,Dr. Gashaw Teshome,Female,Psychodynamic Psychotherapy,['Oromo'],"['Sunday', 'Wednesday', 'Tuesday', 'Thursday', 'Saturday']","['Audio', 'Video']",16,"['Generalized Anxiety Disorder (GAD)', 'Interpersonal Violence', 'Academic Burnout']"
261,Dr. Werkinesh Berihun,Female,Humanistic Therapy,['Oromo'],"['Saturday', 'Monday', 'Thursday', 'Friday', 'Sunday']","['Video', 'Audio']",19,"['Generalized Anxiety Disorder (GAD)', 'BPD', 'Grief and Loss']"
262,Dr. Fikadu Alemu,Male,Acceptance and Commitment Therapy (ACT),['Tigrinya'],"['Tuesday', 'Sunday', 'Thursday', 'Monday', 'Saturday']","['Audio', 'Video']",19,"['Social Anxiety', 'Grief and Loss', 'Panic Disorders']"
263,Dr. Azeb Tadesse,Female,Person-Centred Therapy,['Tigrinya'],"['Thursday', 'Monday', 'Sunday', 'Wednesday', 'Saturday']","['Audio', 'Video']",19,"['ADHD', 'Loneliness', 'Generalized Anxiety Disorder (GAD)']"
264,Dr. Zemedkun Gebre,Female,Jungian Therapy,['Amharic'],"['Wednesday', 'Saturday', 'Sunday', 'Friday', 'Tuesday']","['Video', 'Audio']",12,"['Self-Esteem Issues', 'Financial Stress', 'Anxiety']"
265,Dr. Haimanot Tesfaye,Male,Schema Therapy,['Tigrinya'],"['Tuesday', 'Saturday', 'Friday', 'Monday', 'Wednesday']","['Video', 'Audio']",14,"['Social Anxiety', 'Interpersonal Violence', 'Generalized Anxiety Disorder (GAD)']"
266,Dr. Getahun Bekele,Male,Schema Therapy,['English'],"['Saturday', 'Wednesday', 'Sunday', 'Thursday', 'Tuesday']","['Video', 'Audio']",4,"['ADHD', 'Relationships', 'Test Anxiety']"
267,Dr. Yemilework Alebachew,Male,Schema Therapy,['Amharic'],"['Sunday', 'Wednesday', 'Friday', 'Thursday', 'Tuesday']","['Video', 'Audio']",10,"['Financial Stress', 'Mood Disorders', 'Depression']"
268,Dr. Fasil Tadese,Male,Existential Psychotherapy,['Oromo'],"['Monday', 'Tuesday', 'Wednesday', 'Sunday', 'Saturday']","['Video', 'Audio']",17,"['Relationships', 'Substance Use', 'Stress']"
269,Dr. Azalech Mekonnen,Female,Mindfulness-Based Cognitive Therapy (MBCT),['Amharic'],"['Tuesday', 'Sunday', 'Monday', 'Friday', 'Thursday']","['Video', 'Audio']",4,"['Mood Disorders', 'PTSD', 'Family Conflict']"
270,Dr. Aklilu Berhanu,Male,Psychoanalysis,['Oromo'],"['Tuesday', 'Monday', 'Thursday', 'Sunday', 'Friday']","['Audio', 'Video']",12,"['Substance Use', 'Substance Use', 'Panic Disorders']"
271,Dr. Woyinshet Tsegaye,Female,Cognitive Analytic Therapy (CAT),['Amharic'],"['Saturday', 'Tuesday', 'Monday', 'Wednesday', 'Thursday']","['Audio', 'Video']",17,"['ADHD', 'Adjustment Disorders', 'Academic Burnout']"
272,Dr. Mengistu Desta,Female,Mindfulness-Based Cognitive Therapy (MBCT),['Oromo'],"['Friday', 'Saturday', 'Thursday', 'Tuesday', 'Monday']","['Audio', 'Video']",8,"['Substance Use', 'Family Conflict', 'Test Anxiety']"
273,Dr. Tsehay Alemu,Female,Cognitive Behavioral Therapy (CBT),['Amharic'],"['Tuesday', 'Friday', 'Wednesday', 'Monday', 'Thursday']","['Audio', 'Video']",2,"['Loneliness', 'Mood Disorders', 'OCD']"
274,Dr. Nebiyu Gebrekidan,Female,Gestalt Therapy,['English'],"['Saturday', 'Friday', 'Monday', 'Tuesday', 'Thursday']","['Audio', 'Video']",3,"['ADHD', 'Mood Disorders', 'Depression']"
275,Dr. Belaynesh Teshome,Female,Psychodynamic Psychotherapy,['English'],"['Tuesday', 'Thursday', 'Sunday', 'Friday', 'Saturday']","['Video', 'Audio']",8,"['Anxiety', 'Academic Burnout', 'OCD']"
276,Dr. Tadesse Bekele,Male,Humanistic Therapy,['Tigrinya'],"['Tuesday', 'Saturday', 'Wednesday', 'Monday', 'Sunday']","['Audio', 'Video']",11,"['Sleep Disorders', 'Academic Burnout', 'OCD']"
277,Dr. Roman Alebachew,Female,Psychodynamic Psychotherapy,['Oromo'],"['Friday', 'Saturday', 'Wednesday', 'Thursday', 'Tuesday']","['Audio', 'Video']",9,"['Generalized Anxiety Disorder (GAD)', 'Eating Disorders', 'Mood Disorders']"
278,Dr. Mesfin Mekuria,Female,Narrative Therapy,['English'],"['Saturday', 'Monday', 'Thursday', 'Tuesday', 'Sunday']","['Audio', 'Video']",15,"['Depression', 'Eating Disorders', 'BPD']"
279,Dr. Tsehaynesh Berihan,Male,Jungian Therapy,['Oromo'],"[]","['Audio', 'Video']",6,"['OCD', 'Stress', 'ADHD']"
280,Dr. Yitbarek Alemu,Female,Mindfulness-Based Cognitive Therapy (MBCT),['Oromo'],"['Wednesday', 'Friday', 'Monday', 'Tuesday', 'Sunday']","['Audio', 'Video']",9,"['Generalized Anxiety Disorder (GAD)', 'Adjustment Disorders', 'Academic Burnout']"
281,Dr. Yeshi Tadese,Male,Psychoanalysis,['Oromo'],"['Friday', 'Thursday', 'Monday', 'Sunday', 'Saturday']","['Audio', 'Video']",6,"['Social Anxiety', 'Self-Esteem Issues', 'Interpersonal Violence']"
282,Dr. Gashaw Gebre,Male,Adlerian Therapy,['Oromo'],"['Sunday', 'Monday', 'Thursday', 'Saturday', 'Wednesday']","['Video', 'Audio']",11,"['Somatic Complaints', 'Generalized Anxiety Disorder (GAD)', 'Depression']"
283,Dr. Werkinesh Tesfaye,Male,Adlerian Therapy,['Amharic'],"['Tuesday', 'Wednesday', 'Sunday', 'Friday', 'Thursday']","['Video', 'Audio']",8,"['Somatic Complaints', 'Interpersonal Violence', 'Academic Burnout']"
284,Dr. Fikadu Bekele,Male,Mindfulness-Based Cognitive Therapy (MBCT),['Amharic'],"[]","['Video', 'Audio']",11,"['Test Anxiety', 'Financial Stress', 'Adjustment Disorders']"
285,Dr. Azeb Alemu,Female,Transactional Analysis (TA),['English'],"['Thursday', 'Wednesday', 'Saturday', 'Sunday', 'Tuesday']","['Video', 'Audio']",15,"['Interpersonal Violence', 'ADHD', 'Eating Disorders']"
286,Dr. Zemedkun Tadesse,Female,Mindfulness-Based Cognitive Therapy (MBCT),['Amharic'],"['Tuesday', 'Sunday', 'Monday', 'Wednesday', 'Friday']","['Video', 'Audio']",18,"['Substance Use', 'Cultural Identity Stress', 'Depression']"
287,Dr. Haimanot Gebre,Female,Gestalt Therapy,['Tigrinya'],"[]","['Audio', 'Video']",18,"['Social Anxiety', 'BPD', 'Depression']"
288,Dr. Getahun Mekonnen,Female,Psychodynamic Psychotherapy,['Tigrinya'],"[]","['Audio', 'Video']",15,"['ADHD', 'Generalized Anxiety Disorder (GAD)', 'Grief and Loss']"
289,Dr. Yemilework Berhanu,Female,Solution-Focused Brief Therapy (SFBT),['Amharic'],"['Tuesday', 'Saturday', 'Monday', 'Thursday', 'Friday']","['Video', 'Audio']",15,"['Stress', 'BPD', 'Eating Disorders']"
290,Dr. Fasil Tsegaye,Female,Narrative Therapy,['Tigrinya'],"['Saturday', 'Thursday', 'Tuesday', 'Monday', 'Friday']","['Video', 'Audio']",12,"['Somatic Complaints', 'Adjustment Disorders', 'Grief and Loss']"
291,Dr. Azalech Alebachew,Male,Cognitive Analytic Therapy (CAT),['Tigrinya'],"[]","['Audio', 'Video']",12,"['Loneliness', 'Adjustment Disorders', 'Family Conflict']"
292,Dr. Aklilu Desta,Female,Jungian Therapy,['Oromo'],"[]","['Video', 'Audio']",10,"['Sleep Disorders', 'Grief and Loss', 'Depression']"
293,Dr. Woyinshet Teshome,Female,Jungian Therapy,['Oromo'],"['Monday', 'Friday', 'Tuesday', 'Saturday', 'Thursday']","['Audio', 'Video']",15,"['Suicidal Ideation', 'Somatic Complaints', 'Eating Disorders']"
294,Dr. Mengistu Alemu,Female,Transactional Analysis (TA),['Amharic'],"['Monday', 'Wednesday', 'Thursday', 'Friday', 'Sunday']","['Audio', 'Video']",15,"['Sleep Disorders', 'Trauma', 'Suicidal Ideation']"
295,Dr. Tsehay Bekele,Male,Humanistic Therapy,['Amharic'],"[]","['Audio', 'Video']",7,"['Trauma', 'Adjustment Disorders', 'Relationships']"
296,Dr. Nebiyu Tadese,Female,Adlerian Therapy,['English'],"[]","['Video', 'Audio']",9,"['Sleep Disorders', 'Depression', 'Adjustment Disorders']"
297,Dr. Belaynesh Gebre,Male,Narrative Therapy,['Oromo'],"[]","['Audio', 'Video']",18,"['Suicidal Ideation', 'Anxiety', 'Financial Stress']"
298,Dr. Tadesse Mekuria,Female,Interpersonal Psychotherapy (IPT),['Tigrinya'],"[]","['Audio', 'Video']",6,"['Eating Disorders', 'Panic Disorders', 'Grief and Loss']"
299,Dr. Roman Berihun,Female,Acceptance and Commitment Therapy(ACT)],['Tigrinya'],"[]","['Audio', 'Video']",16,"['OCD', 'Academic Burnout', 'Somatic Complaints']"
300,Dr. Mesfin Alemu,Male,Cognitive Behavioral Therapy (CBT),['Oromo'],"['Saturday', 'Monday', 'Thursday', 'Sunday', 'Friday']","['Video', 'Audio']",5,"['Eating Disorders', 'Mood Disorders', 'Family Conflict']"
301,Dr. Tsehaynesh Tadesse,Female,Cognitive Analytic Therapy (CAT),['Tigrinya'],"['Monday', 'Wednesday', 'Saturday', 'Friday', 'Tuesday']","['Video', 'Audio']",18,"['Relationships', 'Substance Use', 'Interpersonal Violence']"
302,Dr. Yitbarek Gebrekidan,Male,Mindfulness-Based Cognitive Therapy (MBCT),['English'],"['Wednesday', 'Sunday', 'Friday', 'Monday', 'Tuesday']","['Audio', 'Video']",5,"['Adjustment Disorders', 'BPD', 'Academic Burnout']"
303,Dr. Yeshi Teshome,Female,Adlerian Therapy,['English'],"['Friday', 'Saturday', 'Tuesday', 'Sunday', 'Monday']","['Video', 'Audio']",10,"['Suicidal Ideation', 'Test Anxiety', 'Stress']"
304,Dr. Gashaw Alemu,Female,Person-Centred Therapy,['Oromo'],"['Saturday', 'Friday', 'Sunday', 'Thursday', 'Monday']","['Video', 'Audio']",13,"['Eating Disorders', 'Substance Use', 'Social Anxiety']"
305,Dr. Werkinesh Bekele,Female,Cognitive Therapy,['English'],"['Saturday', 'Sunday', 'Wednesday', 'Friday', 'Thursday']","['Audio', 'Video']",9,"['Interpersonal Violence', 'Test Anxiety', 'OCD']"
306,Dr. Fikadu Tadese,Male,Mindfulness-Based Cognitive Therapy (MBCT),['Tigrinya'],"['Sunday', 'Monday', 'Tuesday', 'Thursday', 'Saturday']","['Audio', 'Video']",9,"['Eating Disorders', 'Anxiety', 'Cultural Identity Stress']"
307,Dr. Azeb Gebre,Male,Interpersonal Psychotherapy (IPT),['Amharic'],"['Tuesday', 'Sunday', 'Friday', 'Monday', 'Wednesday']","['Video', 'Audio']",1,"['Cultural Identity Stress', 'Financial Stress', 'Self-Esteem Issues']"
308,Dr. Zemedkun Mekonnen,Male,Schema Therapy,['Amharic'],"['Saturday', 'Monday', 'Friday', 'Tuesday', 'Sunday']","['Audio', 'Video']",3,"['Sleep Disorders', 'Cultural Identity Stress', 'Loneliness']"
309,Dr. Haimanot Berhanu,Male,Cognitive Analytic Therapy (CAT),['Oromo'],"['Thursday', 'Saturday', 'Sunday', 'Wednesday', 'Tuesday']","['Video', 'Audio']",1,"['Anxiety', 'Adjustment Disorders', 'PTSD']"
310,Dr. Getahun Tsegaye,Male,Psychodynamic Psychotherapy,['Tigrinya'],"['Tuesday', 'Wednesday', 'Monday', 'Sunday', 'Friday']","['Video', 'Audio']",13,"['Somatic Complaints', 'PTSD', 'Somatic Complaints']"
311,Dr. Yemilework Alebachew,Female,Adlerian Therapy,['English'],"['Sunday', 'Saturday', 'Monday', 'Wednesday', 'Tuesday']","['Audio', 'Video']",11,"['Trauma', 'Loneliness', 'Suicidal Ideation']"
312,Dr. Fasil Desta,Male,Interpersonal Psychotherapy (IPT),['Amharic'],"['Monday', 'Tuesday', 'Sunday', 'Wednesday', 'Thursday']","['Video', 'Audio']",14,"['OCD', 'Suicidal Ideation', 'Eating Disorders']"
313,Dr. Azalech Teshome,Female,Interpersonal Psychotherapy (IPT),['English'],"['Thursday', 'Wednesday', 'Sunday', 'Friday', 'Tuesday']","['Audio', 'Video']",16,"['Adjustment Disorders', 'Family Conflict', 'Depression']"
314,Dr. Aklilu Alemu,Female,Emotionally Focused Therapy (EFT),['English'],"['Saturday', 'Wednesday', 'Monday', 'Friday', 'Thursday']","['Video', 'Audio']",3,"['Cultural Identity Stress', 'Self-Esteem Issues', 'Anxiety']"
315,Dr. Woyinshet Bekele,Female,Adlerian Therapy,['Amharic'],"['Friday', 'Saturday', 'Sunday', 'Monday', 'Tuesday']","['Audio', 'Video']",12,"['OCD', 'Adjustment Disorders', 'ADHD']"
316,Dr. Mengistu Tadese,Female,Gestalt Therapy,['Amharic'],"['Tuesday', 'Wednesday', 'Saturday', 'Friday', 'Sunday']","['Video', 'Audio']",19,"['BPD', 'Sleep Disorders', 'Financial Stress']"
317,Dr. Tsehay Gebre,Female,Jungian Therapy,['Oromo'],"['Thursday', 'Monday', 'Tuesday', 'Saturday', 'Friday']","['Audio', 'Video']",5,"['Trauma', 'ADHD', 'Family Conflict']"
318,Dr. Nebiyu Mekuria,Female,Integrative Counselling,['Oromo'],"['Saturday', 'Thursday', 'Tuesday', 'Wednesday', 'Monday']","['Audio', 'Video']",19,"['Trauma', 'Suicidal Ideation', 'Generalized Anxiety Disorder (GAD)']"
319,Dr. Belaynesh Berihun,Female,Emotionally Focused Therapy (EFT),['Tigrinya'],"['Wednesday', 'Sunday', 'Saturday', 'Thursday', 'Monday']","['Audio', 'Video']",4,"['Somatic Complaints', 'Substance Use', 'Social Anxiety']"
320,Dr. Tadesse Alemu,Male,Psychoanalysis,['English'],"['Tuesday', 'Sunday', 'Saturday', 'Thursday', 'Friday']","['Audio', 'Video']",17,"['Loneliness', 'Family Conflict', 'Cultural Identity Stress']"
321,Dr. Roman Tadesse,Male,Dialectical Behavior Therapy (DBT),['English'],"['Wednesday', 'Saturday', 'Thursday', 'Tuesday', 'Sunday']","['Audio', 'Video']",18,"['Depression', 'Trauma', 'PTSD']"
322,Dr. Mesfin Gebrekidan,Male,Adlerian Therapy,['Amharic'],"['Monday', 'Friday', 'Sunday', 'Saturday', 'Tuesday']","['Video', 'Audio']",5,"['Mood Disorders', 'PTSD', 'Somatic Complaints']"
323,Dr. Tsehaynesh Teshome,Female,Psychoanalysis,['Oromo'],"['Friday', 'Wednesday', 'Tuesday', 'Monday', 'Sunday']","['Audio', 'Video']",11,"['Test Anxiety', 'Panic Disorders', 'Eating Disorders']"
324,Dr. Yitbarek Alemu,Male,Acceptance and Commitment Therapy (ACT),['Amharic'],"['Sunday', 'Saturday', 'Wednesday', 'Tuesday', 'Friday']","['Audio', 'Video']",13,"['Anxiety', 'Somatic Complaints', 'Anxiety']"
325,Dr. Yeshi Bekele,Female,Emotionally Focused Therapy (EFT),['Tigrinya'],"['Friday', 'Sunday', 'Tuesday', 'Thursday', 'Saturday']","['Video', 'Audio']",5,"['Sleep Disorders', 'Adjustment Disorders', 'Sleep Disorders']"
326,Dr. Gashaw Tadese,Male,Psychodynamic Psychotherapy,['Amharic'],"['Wednesday', 'Saturday', 'Thursday', 'Friday', 'Sunday']","['Audio', 'Video']",4,"['Grief and Loss', 'Somatic Complaints', 'Academic Burnout']"
327,Dr. Werkinesh Gebre,Female,Gestalt Therapy,['English'],"['Wednesday', 'Thursday', 'Tuesday', 'Sunday', 'Saturday']","['Video', 'Audio']",12,"['ADHD', 'Grief and Loss', 'Sleep Disorders']"
328,Dr. Fikadu Mekonnen,Male,Cognitive Analytic Therapy (CAT),['Oromo'],"['Monday', 'Tuesday', 'Saturday', 'Sunday', 'Friday']","['Audio', 'Video']",8,"['Test Anxiety', 'Relationships', 'Test Anxiety']"
329,Dr. Azeb Berhanu,Female,Dialectical Behavior Therapy (DBT),['Amharic'],"['Thursday', 'Friday', 'Sunday', 'Wednesday', 'Monday']","['Audio', 'Video']",5,"['Substance Use', 'Social Anxiety', 'Loneliness']"
330,Dr. Zemedkun Tsegaye,Female,Psychodynamic Psychotherapy,['English'],"['Friday', 'Monday', 'Sunday', 'Saturday', 'Thursday']","['Audio', 'Video']",17,"['Academic Burnout', 'Grief and Loss', 'Panic Disorders']"
331,Dr. Haimanot Alebachew,Female,Person-Centred Therapy,['English'],"['Sunday', 'Saturday', 'Tuesday', 'Monday', 'Friday']","['Video', 'Audio']",14,"['Adjustment Disorders', 'Somatic Complaints', 'Self-Esteem Issues']"
332,Dr. Getahun Desta,Male,Mindfulness-Based Cognitive Therapy (MBCT),['English'],"['Wednesday', 'Friday', 'Monday', 'Saturday', 'Tuesday']","['Audio', 'Video']",16,"['Family Conflict', 'Somatic Complaints', 'Loneliness']"
333,Dr. Yemilework Alemu,Female,Cognitive Therapy,['Oromo'],"['Saturday', 'Tuesday', 'Thursday', 'Sunday', 'Wednesday']","['Video', 'Audio']",2,"['Mood Disorders', 'Suicidal Ideation', 'Eating Disorders']"
334,Dr. Fasil Bekele,Female,Psychodynamic Psychotherapy,['Tigrinya'],"['Wednesday', 'Saturday', 'Monday', 'Friday', 'Sunday']","['Video', 'Audio']",5,"['OCD', 'Family Conflict', 'Self-Esteem Issues']"
335,Dr. Azalech Tadese,Male,Schema Therapy,['Amharic'],"['Wednesday', 'Monday', 'Friday', 'Tuesday', 'Thursday']","['Audio', 'Video']",6,"['Trauma', 'Trauma', 'Relationships']"
336,Dr. Aklilu Gebre,Male,Emotionally Focused Therapy (EFT),['Oromo'],"['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Sunday']","['Video', 'Audio']",4,"['Relationships', 'Stress', 'Substance Use']"
337,Dr. Woyinshet Mekuria,Male,Schema Therapy,['Amharic'],"['Thursday', 'Monday', 'Friday', 'Saturday', 'Tuesday']","['Video', 'Audio']",14,"['Adjustment Disorders', 'Interpersonal Violence', 'Stress']"
338,Dr. Mengistu Berihun,Male,Gestalt Therapy,['Tigrinya'],"['Tuesday', 'Thursday', 'Sunday', 'Friday', 'Wednesday']","['Audio', 'Video']",5,"['Generalized Anxiety Disorder (GAD)', 'PTSD', 'BPD']"
339,Dr. Tsehay Alemu,Female,Emotionally Focused Therapy (EFT),['Oromo'],"['Thursday', 'Friday', 'Saturday', 'Monday', 'Sunday']","['Audio', 'Video']",13,"['Generalized Anxiety Disorder (GAD)', 'Mood Disorders', 'ADHD']"
340,Dr. Nebiyu Tadesse,Female,Cognitive Therapy,['Oromo'],"['Saturday', 'Friday', 'Wednesday', 'Monday', 'Tuesday']","['Audio', 'Video']",14,"['Social Anxiety', 'Test Anxiety', 'BPD']"
341,Dr. Belaynesh Gebrekidan,Male,Humanistic Therapy,['Tigrinya'],"['Thursday', 'Monday', 'Sunday', 'Friday', 'Saturday']","['Audio', 'Video']",10,"['Self-Esteem Issues', 'Loneliness', 'Grief and Loss']"
342,Dr. Tadesse Teshome,Female,Existential Psychotherapy,['English'],"['Sunday', 'Thursday', 'Saturday', 'Friday', 'Monday']","['Video', 'Audio']",13,"['Anxiety', 'Social Anxiety', 'Financial Stress']"
343,Dr. Roman Alemu,Female,Emotionally Focused Therapy (EFT),['Amharic'],"['Sunday', 'Thursday', 'Tuesday', 'Wednesday', 'Friday']","['Audio', 'Video']",10,"['Cultural Identity Stress', 'PTSD', 'Academic Burnout']"
344,Dr. Mesfin Bekele,Male,Interpersonal Psychotherapy (IPT),['Oromo'],"['Friday', 'Thursday', 'Wednesday', 'Monday', 'Tuesday']","['Audio', 'Video']",17,"['Cultural Identity Stress', 'Financial Stress', 'Academic Burnout']"
345,Dr. Tsehaynesh Tadese,Male,Integrative Counselling,['Amharic'],"['Sunday', 'Saturday', 'Wednesday', 'Thursday', 'Monday']","['Video', 'Audio']",3,"['Sleep Disorders', 'Cultural Identity Stress', 'Trauma']"
346,Dr. Yitbarek Gebre,Female,Adlerian Therapy,['Amharic'],"['Friday', 'Wednesday', 'Monday', 'Sunday', 'Saturday']","['Video', 'Audio']",9,"['Test Anxiety', 'Panic Disorders', 'Self-Esteem Issues']"
347,Dr. Yeshi Mekonnen,Male,Cognitive Behavioral Therapy (CBT),['Amharic'],"['Friday', 'Tuesday', 'Sunday', 'Wednesday', 'Saturday']","['Audio', 'Video']",5,"['Trauma', 'Self-Esteem Issues', 'Interpersonal Violence']"
348,Dr. Gashaw Berhanu,Female,Schema Therapy,['Tigrinya'],"['Thursday', 'Sunday', 'Monday', 'Tuesday', 'Saturday']","['Audio', 'Video']",10,"['Relationships', 'BPD', 'Relationships']"
349,Dr. Werkinesh Tsegaye,Male,Cognitive Analytic Therapy (CAT),['Oromo'],"['Tuesday', 'Saturday', 'Sunday', 'Friday', 'Monday']","['Video', 'Audio']",7,"['Sleep Disorders', 'Stress', 'Depression']"
350,Dr. Fikadu Alebachew,Female,Mindfulness-Based Cognitive Therapy (MBCT),['Amharic'],"['Monday', 'Friday', 'Sunday', 'Thursday', 'Saturday']","['Video', 'Audio']",19,"['Cultural Identity Stress', 'Financial Stress', 'Eating Disorders']"
351,Dr. Azeb Desta,Female,Psychodynamic Psychotherapy,['Tigrinya'],"['Thursday', 'Saturday', 'Wednesday', 'Friday', 'Tuesday']","['Audio', 'Video']",5,"['Panic Disorders', 'Cultural Identity Stress', 'Loneliness']"
352,Dr. Zemedkun Alemu,Female,Person-Centred Therapy,['English'],"['Tuesday', 'Sunday', 'Monday', 'Thursday', 'Wednesday']","['Video', 'Audio']",5,"['Suicidal Ideation', 'Anxiety', 'Eating Disorders']"
353,Dr. Haimanot Bekele,Female,Emotionally Focused Therapy (EFT),['Oromo'],"['Friday', 'Monday', 'Thursday', 'Wednesday', 'Saturday']","['Audio', 'Video']",11,"['OCD', 'Trauma', 'PTSD']"
354,Dr. Getahun Tadese,Female,Interpersonal Psychotherapy (IPT),['Oromo'],"['Friday', 'Wednesday', 'Saturday', 'Sunday', 'Thursday']","['Audio', 'Video']",9,"['ADHD', 'Sleep Disorders', 'Sleep Disorders']"
355,Dr. Yemilework Gebre,Male,Person-Centred Therapy,['Tigrinya'],"['Wednesday', 'Saturday', 'Thursday', 'Monday', 'Sunday']","['Video', 'Audio']",15,"['Stress', 'Substance Use', 'Mood Disorders']"
